trader,tokens_closed,gross_proceeds_usd,cost_of_sales_usd,realized_pnl
41GVsrfXqZrPQmq3nzG8qYCtMBR6B5Z8qWyR2gGKRcTh,1,258.51,234.15,24.36
3FH1gwLr6GyieyQHBXQgNXwdyENUcmrgbgoonC7J66Gh,1,107.88,128.0,-20.12
9DEwf4D6zUwtrVUuGfVsrEt5RizfrJXZnvDBLzvBsvuB,1,25.75,24.44,1.31
7qNJxpqcQ2xsYKxWhRipQ4Dx2Ymtys82ZnbnjFqJvZBi,1,706.68,688.0,18.69
8eLzMGyJQc1Rk5p7yBvh848V4C56DiVkf4oEyrbqmQro,1,2834.73,1994.85,839.88
B4rHUBrU7hmXbGgehRWW8fWHeb7sC8PtYgbpN9wwHPro,1,244.7,254.54,-9.84
GgHTWAabRBNiPionNzZW7auj8fVyC8z4Li2mB8ar6sv5,1,286.57,285.87,0.69
46smfyNbxx5XDysv1xBFvFtgQ1Fzbnecn4LqbJybJCwr,2,740.52,769.0,-28.48
2jBtDGyWtU5NFtsCUL6Vr8Uw5XyynEJVEHv4spBHDEL1,1,427.03,1057.49,-630.47
BFkRYp8V2dD9MUdQScU3mBWSjrGhYCPdgFBqpj49EdLz,3,1232.69,1201.86,30.83
8KxjTvR6wBYiei3VE7dcr2zvJWkhge6WtDmvj5h3jp4U,4,4929.84,3794.82,1135.02
9izsVAyMTJoZ1Jg2SK5ag1MeJkUwZH3CS8chADqqmEZ8,4,2294.58,2271.97,22.61
9LhNWipL83mqHstyrNpNWV8wEHoZuvNh5knmgkajQz4b,1,174.87,617.64,-442.77
6JMcnnjVegBxk2NMR34x7PZcVTbMMihVoUyYhZKuc3BR,1,227.43,235.45,-8.02
HP6Qj9o24QXbBxkQ4UrCW79dvgcPWbC5rTcow2sKFvoZ,1,146.83,205.55,-58.72
2ktNFD3LpfSktcrz2qfXQvNTNdCg85jero7tGz76YpJa,1,235.2,1039.03,-803.83
CPaTkadFzrLugPR9HoWSsgnLrk4LUTncY6ypYZ3HXc36,1,645.77,270.81,374.96
EwnzckyhxfZty54feCL19tLAqnUTgi9Bb34Swq3HhK2C,1,175.64,178.39,-2.76
7W2949tK1LCnWp8nFrhm2mN9W1EK19178dcMDZZJMT6T,1,356.42,364.66,-8.25
HPXS5NFstYsYXyafX3VF6xdvLHhDvQFCGfSVZ6WAUdhc,1,259.37,273.71,-14.34
eTQQNad6KFLr5NSWKChVvkcfNQifhk1tFFBbqYrFqbe,1,150.7,142.64,8.07
23r9mqcc6p1ciUXQhicFK5PtUsnkFMhiYTVZQ8ENbnNt,1,1692.01,1696.8,-4.79
C3hsYMQcw2hmanUzLJB2nH35hurufyKqd4TUt3Wx17po,1,6.67,6.81,-0.14
3yGaAQT9TqR9TD516Z5WERGX5jgoJ7Ycbw9wTxApyw5s,1,62.03,64.26,-2.23
9N4QFTwfU11Wg4SCFjHJR7LRLadT1BQaa9zF4ZJm3xV,1,321.5,153.03,168.48
6xjhtPyMat2rttZ5vuei3x9pwPNyJziwnMXQXHBPL1pm,1,244.18,98.4,145.78
3vmus8EmVSqs6AKXr549zGk2x6uAMnZb38NQYEZw2SG3,1,4.86,10.33,-5.47
CZeoKZt95J2w1EZ4QjRCZGGnDF59RhtMBBPhU7BPgKbm,1,1922.75,2051.13,-128.39
EC2f5DnHzuNRit1ExqghSifDbp1wgrzktsRRZCtU92MJ,6,127579.94,104199.1,23380.85
8WmAygvD4TKofyqNUKAEp57iyybYyo9BurgaQu2mhDUb,2,7516.16,1722.19,5793.98
7PFdKg9HgcjXh9fodFp6BCSGxqXcDSHAizotW6umE7aN,1,308.36,325.0,-16.64
FqR1E3pRsgvBeQDvPppHz2yZufTmqHUcW2xDMQZi1A8v,2,2830.65,2500.0,330.65
59M1D2M22s5D4BTUUuN8CpCqRh3KzCQMYdhZFjhDqzZw,1,230.33,232.97,-2.64
5tKDnPu9doZqinWDHJVuFC1j1pRv1VB3CJJPJhWcKbMn,1,869.56,654.85,214.72
CZxsMbSAKfFbY8V5KyYGoUSkfLLFAGBAvJVBiJ9CBTMb,1,123.33,295.97,-172.63
5dYVeDULg35AcA1DydkyoMCKNLmCwTN1uPiLPDzQnNRh,3,3709.2,1960.59,1748.6
4U9RX4cRVKaSniQsnrSP1Cph4HinnLiYnQ4wxmUVtxRB,1,273.65,295.6,-21.94
5Wrpmn45SaKZ6afT41Zkfd14HhmQjEvrUpTSZUpCJpJ6,1,208.26,215.58,-7.32
7c1axpUozYdweU2VSMSM5oZ6GtNSd2WjgM3JQpWdmxPa,1,712.24,838.06,-125.82
8T9wZPG3ySpEqGXwXvRsycvyRF1zUwqzii6Sf96ameck,1,627.43,59.69,567.74
AQGGPsmCqJUKj4TMBkE3vYDf3Sy6PfLQPhcMsjkPzA6t,2,177.07,322.92,-145.86
3o3j7s7hQBV9FNStvhVCCagws8H3FcjfRupdGBzvn9zX,5,2123.73,2173.68,-49.95
4YVCkLpand5WS4euoWoXCETQibrU4A5vK8oZMKBf6PE3,1,1355.29,1506.86,-151.57
BRWC5YyPw4L1gXWSvE5u4X3EeFFQ3PkHnr3wtLLQWkp2,1,1.86,1.65,0.22
8msMsY7zoXKr6pQm3vg772FHXxbBxvkBmhiCiZ8T1xUe,4,1213.44,766.68,446.77
3tB53Vj7uDPATAeuTupcafivA5kBy6wx94beTxdFEYAk,1,547.16,500.0,47.16
yKRBW6CXcZbNNRfp5yWWkdQCqD3UtUe5W2ndBr4KNWy,2,6789.6,7000.0,-210.4
4upg7JdcDG5sCpzNQkXnmyArXimFzEkrPhcWa7adwB6K,1,342.18,418.83,-76.65
J22m6QmpQjFvnkfFDbUPb1GGAKc47nhdwK8rvbCpzAYX,1,10.43,41.38,-30.95
HwCPu5YRysEWmQwY3p1xh8wfN7a8mLRYvkPHUwDUdsjA,1,50.9,75.71,-24.81
9QuHMjmYXxhqCPmNYnrjviD5SPNbFnXCt8SYDcZnhq8q,3,3254.0,2699.72,554.28
AdF67RMevmdDYYn7xKjqjz7qXqZfLn1bSTzFZoicWd45,1,600.61,158.69,441.91
AtgVTFzLuhqQmFLti5Q3hF5kN2NScCrFsN3UqxPpBp71,1,37.83,130.85,-93.02
EyTeRXw26QHuwu4z1CG9EgH221Mja11JhsSY661UYPh8,1,313.03,253.95,59.08
CoDGtQ6MYadUzNzi8NHBX6RftDP2TNTkMkyKbBavmqAE,1,791.76,76.51,715.25
G34qpyXKKNtJH3PgwGyLm4ajufQSdtMhKNBiR1F58HT8,1,10783.99,10918.46,-134.47
9QN8CpnPyc5Jq823XxxsA5Cct5tWorHSSHXWDYoc7VY9,1,230.48,172.07,58.4
zhBypEso3cSnaSZayfYQYaZvVbScsSoGMugxD97MPJK,1,240.92,288.25,-47.33
CB4qkSx75B5hgsDwA2MR56x5SX4oTiHgdXrcXopNEjN7,1,405.6,432.38,-26.78
AMayFf6hZ5cCk27QRFyrVZQyTTjiQw2nuKfST6rcp4n6,1,266.9,400.0,-133.1
Dvcp8nb4b441XW7kSyuu5CuWaFW8ySmWfEcYNA9GfAF2,1,19.25,17.46,1.79
EZrqHxoAAhhscuPbQNSmjkH4twKE7QYe3T77ha133sU8,1,25.52,32.62,-7.1
AjHSAZUfqhMcoVb7zTzZsGQozWZbzKgmmFavsevQZ4XX,1,133.14,150.0,-16.86
GpGJDGppXZW8Q5NGWdcjS7GqUFTTZ7Dhru1VTb3uJYhT,3,1718.14,1739.92,-21.78
DQkr2wSJMrB8rqvszNWpCiNKnzeCzqG53McaYLubL3Vt,1,39.83,75.6,-35.77
5a25iSVDcL1Pns4mcBYkonKZNosRcM1BrvsSnmqzhbut,1,62.31,134.61,-72.3
24BsmcJgiLugAcQZ4qPQZy6Not6REZCFnJQjVuSHv2Qb,1,394.71,472.74,-78.04
VSNTscAC2Peb36TtX7vhgs1oWkJhkZdEk8Haekc6B58,1,1137.42,666.56,470.86
775ErDCEdJLAWQw2mnnHkKGFyfRZqn8BmdacU9njPanj,6,2399.62,2314.64,84.98
3rwDjSTzWbH6TJvTnHm34iMt4F6uLd6GnyP5ALVrTFNp,1,664.76,869.44,-204.68
BMXHeYBnswyF9yUjAz2Ug1CjnZ1Kvb6mUH893W6oAHJZ,4,2907.19,2455.76,451.43
36EHKsf4ceNaPo2kjWp5GXVncVGgS4nwmbkfVrJCFpUs,3,2476.94,6000.0,-3523.06
GcfMYin4hTHWUwrvs6MGLzgojM6NLypDkCi3tqQkrb7w,1,2902.86,1929.39,973.47
3knHoyKmS5Nie7bX37NVcpqQMeP9zZGSNpaDkVn7RCec,1,1420.66,1396.88,23.78
FKrtQtdiJh8K85Uf39UD6huREaHpJ6cTqL85vKHPVoEM,1,69.84,77.65,-7.82
CuZmhPMuWQiwu8FgzzP6ZLLANSSXnejAgKqLBzkiycDM,1,29.64,53.33,-23.69
ASFBA1BzBEZJYGFHsFk1ERHminBmxvg2Tda2Yw87g8aJ,2,504.4,582.87,-78.47
5HKuNCetYYMqUuZpQg1KuB867dkqhxj8NepXKuKPiYmn,1,118.72,100.93,17.79
Fq1fUFfp8jVTmBzSrQedQPjGXKrSD3cqSZgNpd6nMbUp,1,541.49,228.24,313.24
CrX8ew8VnjNvpTCb6UEdajrnbQbFX9ToNS2BALtTfvPd,1,20.89,15.54,5.36
EuJW3bTsiTRLhpe2uX2ToQduHsLpxqip1pHRRRreS5An,1,59.82,40.4,19.42
EpW19iB9KRuwvTybddy5fk1eCNJtsL6zPH1LZGmzkNoC,1,312.86,328.06,-15.19
GT8G9EbrbjSD3sJvLGJAswqYPWobjcmhFyMjDhqbg62U,1,1301.63,1354.1,-52.47
EHbo51e8WPvNVjMBgJEvJHwqbeN1p3YKT5o6XaSWq8iw,1,433.95,479.92,-45.97
AADJrfmWoHVXZhF1UkbHvNC5tqrBpkGdSaxtMYteDm2x,1,2737.52,3017.35,-279.83
BFLhnBXTiGzCoPD5SXKvWP2PcdLkasmHFDLXx74Gu6wo,1,171.18,930.0,-758.82
AHbKk1CGschBfL7HG6hvb1r6P4Ds6mn6PR9VYJGRZ3oS,2,1565.66,1425.58,140.08
5mv1CP1rdDGvekqviSAEAP4mT9Ess1vfn7b8FUMnEgf7,2,2241.84,1980.58,261.26
CFz9UAs5foVfzGqB8ustgoTxNq5fpnCvWB5maNK9bm64,2,997.02,714.71,282.3
3ZGPxs6HUd2SZqLrFbJxpbWoM5bdkgTaQ44nKgkJ4SPz,1,203.09,171.82,31.28
5VjeALacsgRGFYSvTYSMzEa9PbzMA4iLdU2hEZdVRwtU,1,324.32,362.89,-38.57
GUZdKpmJCXb5zAmcynqjZvxL7hAK5Z2VrGpduk4DkCgP,1,489.97,408.53,81.44
8Q9pUoggKhaXoDqg3sef3FVK9BSyP9Ujo4PPM5z3NPHL,1,1438.1,413.11,1024.99
BctMUsLDioVkzUU1mEFnGhHVEEf3qsXsTkM3zbN6pse9,1,138.27,261.4,-123.12
8HFQwqEbeVqBWBoetvHHdPadwPaMWquhE1TiR4fcEm4m,1,230.76,377.0,-146.24
9EZcSVFC5CLtkqUaAGgBqTJH1iE4CS8Xw81xbj6qYB1J,1,12.33,32.19,-19.86
2c5ZDkdReTL7AhTxPnc4BCNP6se5AoCnHQ61bt1bTgRh,1,427.16,486.78,-59.62
Eve7wf8KnhP66YMetEpXRxK3diLsat3LPcT3XJw4nrQc,1,303.08,502.94,-199.86
6C5ZLqaP8bJXr5eGy1YFEb3NCQjrVDfiAscY39EEgJd3,1,809.32,1179.2,-369.88
8aNsyEvbPeXAzUREB1yESwxdpw11spKEN7T9WUDguY4x,1,597.75,539.21,58.54
EBGtVoEzNDRkk1hA1iFCChmcR1CMqf4x6pvkrwjppxvR,1,61.3,73.68,-12.38
3nBdxLwCEgEyMoFwburUDDPp1pBSiV921ChCmwYsNF5k,4,1892.92,2173.03,-280.11
FisLHkRVsMTCshtXhg6jX6azBBVCrRfy85wxgHUC1yq,1,25.05,58.37,-33.32
6sEpV6CAy1riak7LVXWA5dy93d1qLKwsDycfCYGiDHRd,1,733.92,185.48,548.44
GAvgorDL6W26YC44a3CCaJ7EWy7R8x8wBVC9LJbqQf52,2,736.37,531.67,204.69
CHa47YXRMF5RH2yosPREbTx9qWLgEQTr7QzDW41YUo7Y,1,10.65,10.75,-0.11
GMtUPvg2evu8evRXdEZHjV8aTr15UcgX9SZYGwRbvBDn,1,687.98,417.48,270.5
8ijdwHrKRSShgp9EyZpvANr5bJoWAd7xPYVokPAWW8Lx,1,349.45,314.14,35.31
8QcfLoVEgrjGA7iHAKxRbryoRRCQwDaUyZDjVwW2UkXz,2,6844.42,6220.16,624.25
7AiogXcMJhaCvibZWcmup5Hh5WhT1jSVqdwH99CbTzgY,1,743.12,1446.77,-703.64
3oRaQKjkkUNPoUSm6FRaar4Kn3EL981pwff696LgYjpp,1,552.23,289.88,262.34
FciRDMZaRm8Jt3KL1YgEssXVA2KUyHKffqkQr8br22dz,1,494.15,523.95,-29.81
142JCnhyz7xoFbXHU3b22KAaGeazXNcgy3jxf9jm88HB,1,793.92,786.17,7.75
BEv4AVabn5NjAVPxQXVejBR34iPaheNJWJU2r5VJ7v7b,1,960.45,1000.0,-39.55
D4VroaY7ze1UyMyszFaAVNnwEw3UB9qdyF4cL3nw2D42,1,245.67,417.37,-171.71
74rNkeuoFTsEhuJMDhFafCemxQSqq6eRtftPor6ZLGfe,1,10.93,23.03,-12.11
5rqcH7zr55WQufdqvrueU5jzr55zUaVs8gNkKqMvmfk8,1,323.93,321.91,2.03
Gk1oMUaBMKpQuDZDEDBdvpohvPWMxcD4sd4ceg5JkuUj,1,738.09,892.83,-154.74
BtPYcBi6diw5r892dXBZuGSgPDSDsMSVYf6YEcjzKuZj,2,1764.23,1230.5,533.74
kt8eBGfMB1HVph76EfKVCnWa37nLwnHjmoRyd3w1RSG,1,165.09,200.0,-34.91
LpNRnV72p5mXoQXZz9oxkr52FDjas83kHvqZQVrCqSE,1,27.1,66.88,-39.78
7AUNcsnqMPzapi58eCijCmriMXpxKoHbiVip2tiJsDop,1,15.86,34.85,-18.99
6wJrFHdQyMYoFuYJz2TvS5ti2cpVWJWQL3XVs4JJAi3r,1,379.86,320.24,59.62
9VHydqXVwPf7CVV7vjPra3BBM4hPCP8DyvUmyCxJxfph,1,109.26,120.08,-10.82
Cy221jj2MUNoBM3XiKTe3RBxaqWRrZvK9uBHf9BTmT7o,1,337.29,359.38,-22.09
K1yNMYdZ6npVmke84Vpr9HdmTowd1gBZirCk8cxs6MA,1,344.76,343.61,1.15
GfER5AnrUsW8G24zpckfsxcps7m2XQcW81ckwhq7dDbr,1,76.82,404.2,-327.37
262fGxLYuHbLxE7GkHaTgMnQTUwNK4SyrGp7BGNXZaEL,1,145.79,148.02,-2.23
6fiyCnv4WLU6Njbj8mKVFmESMP8YEN9NQpAB7qMiHckA,1,248.38,124.17,124.21
G6jVHxJDSgrfQ7EGk6js1EJya4MwTXFUN4ZRRoqMXJga,6,4571.16,4581.0,-9.84
B1GFLecDJbYgDDSkKQMDp8xz5TTiCgdW7ADDVqqSUUFe,1,158.74,123.74,35.0
CkHbC4GvRaDDaBPV1heYnfYLKHQZ16QkvkXXFTEH6FyL,1,270.79,279.19,-8.4
uwypWw7mdgTBYLP9wAphoeCCa7Qz7eyWF89vCGQArr4,1,1.59,1.45,0.15
CBc1JBdFcKQ9PKBxYZccphqQYAfbGG66gfSDzrAXdxGL,1,746.58,949.21,-202.63
A2MoynsjruNQqDjdRQKMq8xDbFtAecE198KjuVrMBeWu,1,197.46,140.45,57.01
9WYh1fM4U9JHLazCJyYsRFpDt1fiG9DNnpN1bnZumN9o,1,727.33,693.73,33.6
CrYCFyfbtT3PkyUGSa7ykRSQBfHETAfwuXGMhDKNJWqX,1,380.86,250.0,130.86
oDrgE2TqkvDgSMv8XJk6u8ws8hW9vYDPT8c2tEmTb5F,1,497.33,490.01,7.32
5ecb1NLK7uC1ff4q6EX5YvcicSF7otD6neaczSfqBixm,1,26.98,29.91,-2.92
GNyY8qeSWZkJENwwUh9Cge1Kenv69ttpD6A8TBow28c1,1,694.76,500.0,194.76
2W2zYGE7wQUuo2v6Suf3h1uzA9gyMXsTmXtoTB1eeHsD,1,301.05,250.0,51.05
4JSi7YkdnNdsofUibSkZ7Xbam1NfJFQ53f5ndjpaKoxh,1,139.1,150.0,-10.9
9w8u975BD7QoxQJEYR6B2WBKmYAzdwDxezpbdohQmjDF,1,780.61,556.6,224.01
G5UjzyVuuiMbctGAvDVrAPKyLowSeVjLnbJth5jAT2iv,1,174.54,306.23,-131.69
AJR32yfmHFokfDQ9uEtsx6b481Eup6DFPwRYwofrqdJj,2,588.13,1107.35,-519.22
E3TpmJyT9fFTMhxFEU6GigSEv2S3in8RXHzXVBbwyUWf,1,994.97,1000.0,-5.03
21ijzeNXKR2K33eDT29UU8YuyJMrf2GPoeJ6Vwm4mtgS,1,133.74,127.05,6.7
5f4ahy22uPkaQ4UWbJCtxyoqF4civY5CNmTU4xXfytvd,1,210.01,207.36,2.65
6THy3b76uYgLJofE8UBK554S2f3Ky1D5YETUGx3oEHJD,1,184.92,290.59,-105.67
GWsfdZyMdg4y26c2znvKSJXSVp6pUymmULVBfwWWC7Y1,1,66.47,80.94,-14.47
3fMZKJzUX9vayZWH4FxA8L6LnqrQ2pdpGj5RsXJqywtb,3,1499.54,1483.24,16.3
5osEBXpLTNGsaqPVave5LYs7KVYW3Y7RLohVVhCPDDjL,1,262.64,342.88,-80.23
F3y466aHVXsjxf3espscNdpuoPyq7qjqjEgzyibNaTsB,2,724.2,744.86,-20.66
7aAt9btLTEyytx1H7EMuvfvupj23E5ibtpMV7z29cTZS,4,4815.6,5102.4,-286.8
CRTZqiVLUdQGA8oDCWFz5pJVLig8MvhxoG26DcMKkwWA,1,887.68,843.05,44.63
6SLgFs2h1yW59pBKnbApgJQE715GwhYRmJ5whptmdvou,1,6619.44,5000.0,1619.44
788PZ1s7zkSSyRE1LNj1bJBg2gNyp1WYHKjBhMWEjytp,1,640.71,606.72,33.99
CuGNzWgBBAVcuEReoZtdMbhqeaFbPXLuk3mxzBMEVhka,1,684.16,585.13,99.03
6DWjDsYj2AmWTu5VS3BJzE2MQ3ZPYAkpFdELsPy92g3u,1,259.52,198.73,60.79
4PM6DHwG7LQpJTBR8bLN9ojg2Fdz4AtktHR2rnaqia5H,1,9.73,14.88,-5.14
HHnRCiFz42EQNGZ2FG3xkyJNAmLYVAX2RHykAc7xmJHQ,2,754.36,710.02,44.33
J4tMoRBgyq5qP5mY24Mv1WPQqHynkiGYrN1499EcvmjX,2,113.84,95.15,18.69
3gbSEBMBbfqrC7wT7craJNkUhxNTBFyNjhrmedcHJusV,1,1954.52,1925.5,29.02
BDtGw38XhJ7Jhyy6jfDiL1Ds2FS2w2nRSoW2hz5GeXQ4,1,66.75,44.08,22.67
Ca4VrQDf6JCyCcRzcaactpPkpU5fWFrXCCLuCt51C1UH,1,708.0,1470.7,-762.7
Co7mPBqdUG9BUnD9J17gamAxhBWM8aeqCuRpeiPV3shb,1,621.52,500.0,121.52
2sVHM8WFgjKhuvGqky9Y6BfpsVKLKbEQcYvesbnws16v,1,358.41,358.79,-0.38
CvfAsd6so32En3tjQCh64hG95EANhZULXiYBV2W9Se8B,1,239.06,1077.79,-838.74
7i7DcW2RVxTucfyMftiEze2g3QBYwMPmeG8vRnyDjUB3,1,1989.33,2539.82,-550.49
xP5myYqDfM3Uvzbok9qLFomCBJrEEVUuynyVDXow1qn,1,18.05,22.19,-4.14
DKnYeSDCnNhYeTuwrTFg78cJ76pfZr47vUKP3zL27iAd,1,643.99,591.93,52.05
8Q6FUsAbT4RN6xUmZ82CeuxrhQC9cRFkfbAWPLgfSrsn,2,590.81,796.52,-205.71
7XHGf394X7HpNpwpwLzi3CCvD9rTyyRretAbUMNWMpUW,1,250.85,251.53,-0.67
BLMvzcw8ne8oGoMvKiBwxpcexqsTri2UmGAjQbXpYZxo,1,1461.63,589.04,872.59
46jJKEqMSeY8VJMw2ivJyb6ZP387WvByrX67xCHeSK7n,1,208.59,224.5,-15.92
AXGLVe9mM5EmC6v8Gtnw4GN2FgjbgibCdRJ3262Q8Gkb,1,434.79,500.0,-65.21
ByVGRL4a4VdazxUsFUUmfxujWGnStmHnyEpXL68Ttjou,1,51.95,51.71,0.24
Bh83AZUkwkoX29D6kTDNVKaTkzM24e5mpSmxpRQHiguS,1,606.64,632.22,-25.58
A245mPoR8ADtnqahLShxfbYVUELfMsAjtHUHCAjZmuZT,8,4730.48,4761.74,-31.26
5f24pfffTp6y6NWreXL7PYpKGq21LwtuJVdF4ZgqaNvv,1,212.79,500.0,-287.21
442cXiLqB3zjhyFj7e4j9g3Ztbc2RKh2yDbMHrpvEtqy,1,206.01,255.57,-49.56
6KjtsgsnD9YTSYNQXet5QsowvKnrwQRNdZErbw19wTu4,2,84.91,72.89,12.02
FhBTE9KpfpRnrZooyUMjAKH5ofNw7RGhwTX1mk5bVrxh,1,18.39,18.41,-0.03
HfSscwKd7riFEXsWcUyDeueBkh7M1d8oHf6Wfe8UkThe,1,37.06,368.55,-331.49
96TPjRjMasgu8JsrU7gDnSume7na1PCiMjXQ4Wp3WQDN,1,6.72,7.02,-0.31
EeUzEbZYzZG2x74naQHbLRq8mLHJRdDSJr75L1sUMkCp,1,384.68,250.0,134.68
5xVzDg2TaAQSHph2xDazg1PzBmo4kPvhBL6tf5oK9nmH,1,989.35,1029.24,-39.89
2MY9H84iFRwNGYfCirQUdt2kdmWUK87akTt1agiAe59c,1,588.34,671.52,-83.18
8uvqTfCdsJViPWDGH6hJbZpvPfYziJUZ1MSXGufME65A,1,492.1,121.55,370.56
DMvJaJgKKgZ7JM86MfFwfrcFhuzX87MotWJjg5Top5Nc,1,1551.17,900.0,651.17
DnFhQFnRzn8UoqxEHk86doYhSkBmTDc5us9dQDXT35WE,1,30.19,51.69,-21.5
HHjgKge1pSTrJ8Gz2xYdTiTHyzpFDpxPYfeEeLZuVX37,1,281.73,312.16,-30.43
4wGXUUsMLtgnKVWKaXiNPGXN657kDLPZSc9WMU9DtM4s,1,313.69,317.48,-3.79
7VoAwNSQUq34pkzLP1CVdGQTjhXRJYWNPqyEkeSqJ1hs,1,590.5,454.44,136.07
G7LgTe6xwnFjgrRGU8J3qUuDVtcK6SagAmzgNKTpCsoB,1,1581.87,1389.47,192.4
6Nh9gVwZ3wRazUq1ipZodAugaZhz5Yz8f5afPjC6qtDy,2,1622.03,1379.19,242.84
2u3WSTbtzie8bFmHEkpMhynUG6SQJvp2HGt9nBqosshg,1,364.62,324.19,40.42
AzGvZJB6wGDXfdtGHodqoQKVtfcnyUfLH6b9GXBkxMtt,1,95.59,113.19,-17.6
qio8B68xMqaqNvVBF3rp1XVavsAecNTBy8UCWKEitpC,1,901.35,992.77,-91.42
3Zbp2sR6mvoeSeJUYdH4e6dRPdKWdXikbVDF58x6ZGAB,1,178.21,184.3,-6.09
3JrrvL9XfBbMpm8Yy7RPuXqn1K6KyYXgYsHjQtfLuz9C,2,481.88,289.25,192.63
92hZpU3CoSXcSSmy7KdPz5fh3nvSMxoeRsszgDcoz3LK,3,1869.31,1743.02,126.29
3uAXr2Xf9y3mzn755HRek9e9Um6z4dez7W2AThV7xNmo,2,495.71,533.5,-37.79
AXSYhRvnJs6bDQfsbJmHYUQLBvmmbWsaMaWygBqeBCan,1,387.11,298.49,88.62
YnctcGLY3h7PVnkm8hngSY7pEqU2Z9LQ3v4ES3mAX5k,3,1061.32,1914.0,-852.68
bp7hGEjyVjoxskrikM7sKE6ony5ne96pBaqfnWpjVsT,1,3489.83,2579.0,910.83
6NG9XK5pvGanKQGcPGbgjs6wwZtyR2LCcX7c3XeidvYk,1,46.14,38.82,7.32
8ekm3GbMWTGGpre33h3hCeRqqiXeMQJSwB2MLY6Ux3a2,1,795.49,944.33,-148.83
DGRZLFMy5CRACETs18R8eSovQymouW2zBoe9LpzRtr3R,1,190.7,216.38,-25.67
CtauBra4cnd7ojmyVsHpyy76qgeL2B48uKk3bUJyL2Ak,1,620.09,600.92,19.18
7zxaAPJKekctEgJCiqJU3FVXJgP6Rq3Q99WpMkQZeVvC,1,266.86,254.41,12.45
CMvNw3t6vjopxiJj1vpuJC8uX7BppTogTXnKA4rjkThL,1,1236.64,781.7,454.94
67JnRDDMjqkxJWNyhYcxZpws3MW2Eo3ZeQWyqSwwspNx,1,38.48,65.74,-27.25
HMVtjXvRCcPuo37RcLdmQVLyBjjFPANAEAiV87Wxq7Qs,1,25.59,19.8,5.79
tmjwZwB5bvLFXWYLqcrXGhYVwKdYVCbczux3CAvhddB,1,2451.18,2387.47,63.71
pit1kxVFvRyBw1PQoJwpgmqd5Gkn4GEcbC2W3Zw1iQ6,1,42.1,114.65,-72.55
8mnift4DqMoFWU1AJUv3ZVe1TC9KjXKvXmQgcYGRe6k6,1,298.24,322.22,-23.98
FMB6Fkn98R5r5b4CtT3pihKxHD6tP8rQmf2hthmZCaLp,3,1480.02,1290.8,189.21
4EDW7TrQy4bDpKb9AiSuyNncYqytGwDKiJHnmX5YQF3M,2,663.31,702.96,-39.65
8D4yWbJCmvfinUZ1KfGuK2Hjo4ASS63WgNbCAYnjJZP2,1,3394.71,2668.9,725.81
8NRG4bSqyu31Aqa2VVr64sdAdZHLBm3HnuY7W6MNbEuX,1,18.37,35.23,-16.86
veP7nG7AuFDbdQU8y9m6nwkWZQ59sfXtwgqifUB5p3G,1,313.26,310.83,2.43
6wmkLAxHo4XKWj2F5x4REruD1KbYkAUb4WmtmE7pw1ZC,1,867.31,1491.1,-623.8
EJ2PdrAhCtvfVk1vPE2C1rRzMsrAT4aVmm1tnpUFUZfP,1,2088.39,1307.55,780.84
AVGt2RaH3Ro5rVCfFKvJaKiqqGfFqMg94PMkHjiGkzGi,1,133.18,52.52,80.66
6ZUquq5DcXZNtuLw32Fkdsprg4bwKyScd32yNCdNKKPu,1,34.24,34.87,-0.64
7LT83SCj4TAdL4DhnKoB5pnwU4hwB15TTd1sKxKQPy2u,1,341.32,355.19,-13.88
8Xj27RsJJ9FEpQDpiT7o6AMk4XBd6arYcwLbqUd7hKTg,1,494.23,238.18,256.05
24JAhZew6zAXW47hHJTFmMZP7BgVefZ5Nyg4wz4S8Qcb,1,81.73,430.53,-348.8
EepWib857CrXwq5TE77bw9Q8rEjnKd8ArGm2282hCpKe,1,2159.38,2649.64,-490.26
4k74LxTknqiU7wFEyyKuNqLWqbgJkLFWdzSKx77oPF3t,3,694.36,1390.0,-695.64
EZJzTjsBPZpJji2DLW1VBhQMJd7rmB2b1qeuxvp6hnF4,1,1023.43,966.36,57.07
8b6CMNMDfJzMn5cSoCU8VGajtuCNeQtuQKAdQ6Z3ZziJ,1,2093.24,1549.39,543.85
7AKJ6ZAddNYm7gaymwqBCwUudkwPh3pjWHvCtqf5DLQb,1,343.49,400.0,-56.51
8WRs46aHquheHNF9R5dryU5nUX9wxa7vkB1ThL6YmHF9,1,377.23,339.26,37.97
E3LU4Uiw69mf7oEFB8Sz1LkUeP2Yg4jKtx9Bm5wz1YEX,1,387.93,226.2,161.73
ATxe2Y44M4hVXdwkwztF5SgQSQrupHeom5QbGnUAtb8V,1,738.28,772.97,-34.69
BD86nx4RryHZojJNjhGYizzL93n4rBug8SNxy9GASYmj,1,62.81,146.75,-83.94
6sWw8qcZZtCuoiZBivF3XnvyLPBRnZNGwTB5za8xntUz,1,106.33,99.29,7.04
HL9cxxkfRqw6Hc4gRQVRMv8thSPgiAwxRLP4sF8yJzjt,1,1171.08,137.54,1033.53
8gQEZoAMtP2kyj6t8q2jp8fqp3eqpNqijiCmS9pTUXfY,1,644.6,855.86,-211.26
DYP1k9nQdHx61D2Dy5eUSsQqkMv4kJAyNJHKxfeb32YC,1,9538.77,10533.92,-995.15
